iter	Logloss
482	0.4913556922
483	0.4913347437
484	0.4913226757
485	0.4913121257
486	0.4912928684
487	0.4912760605
488	0.4912542456
489	0.4912226085
490	0.4912074525
491	0.4911835635
492	0.4911621766
493	0.4911471033
494	0.4911365755
495	0.4911195407
496	0.4911020045
497	0.491083538
498	0.4910636466
499	0.4910454491
500	0.4910323615
501	0.4910134979
502	0.4909973608
503	0.4909875219
504	0.4909721202
505	0.4909611487
506	0.4909458107
507	0.490936794
508	0.4909202316
509	0.4909018138
510	0.4908813601
511	0.490869772
512	0.4908567026
513	0.4908470183
514	0.4908338816
515	0.4908182694
516	0.4907988674
517	0.4907817943
518	0.4907736082
519	0.4907559072
520	0.4907377668
521	0.4907216506
522	0.4907127376
523	0.4907025945
524	0.4906834728
525	0.4906609255
526	0.4906359059
527	0.4906202741
528	0.4905948761
529	0.4905760083
530	0.4905506961
531	0.4905246784
532	0.4905099427
533	0.4904965087
534	0.4904729455
535	0.490461536
536	0.4904499332
537	0.4904418941
538	0.4904181177
539	0.4904115526
540	0.4903946514
541	0.4903841525
542	0.4903626169
543	0.4903475295
544	0.4903371142
545	0.4903204356
546	0.49031025
547	0.4903008035
548	0.4902808525
549	0.4902622883
550	0.4902450096
551	0.4902312051
552	0.4902188987
553	0.4902043042
554	0.4901951616
555	0.4901829968
556	0.4901693296
557	0.4901544181
558	0.49014463
559	0.4901306455
560	0.490112903
561	0.4901035532
562	0.4900875402
563	0.4900744555
564	0.4900598937
565	0.4900462248
566	0.4900273827
567	0.4900117474
568	0.4900022046
569	0.4899843266
570	0.4899660266
571	0.4899517189
572	0.4899320143
573	0.4899237001
574	0.4899109929
575	0.4898974985
576	0.4898750195
577	0.4898616896
578	0.4898450633
579	0.4898267167
580	0.4898112583
581	0.4897980463
582	0.4897876944
583	0.4897722001
584	0.4897485449
585	0.4897289298
586	0.4897124941
587	0.489702499
588	0.4896803308
589	0.4896736777
590	0.4896615585
591	0.4896435105
592	0.4896317129
593	0.4896225024
594	0.4896125207
595	0.489590516
596	0.4895759356
597	0.4895555771
598	0.4895353573
599	0.4895247027
600	0.4895067432
601	0.4894713195
602	0.4894512703
603	0.4894373472
604	0.4894248898
605	0.4893995355
606	0.4893926674
607	0.4893723542
608	0.4893646854
609	0.4893506287
610	0.4893387594
611	0.4893205
612	0.4893000439
613	0.489289282
614	0.4892803039
615	0.489266985
616	0.4892558168
617	0.4892344746
618	0.489217146
619	0.4892019613
620	0.4891772464
621	0.4891685473
622	0.4891536982
623	0.4891425768
624	0.4891354539
625	0.4891235627
626	0.4891139756
627	0.4890931514
628	0.4890779479
629	0.4890675468
630	0.489048128
631	0.4890343357
632	0.4890248073
633	0.4890071238
634	0.4889969876
635	0.4889812813
636	0.4889679073
637	0.4889580232
638	0.4889460619
639	0.4889404756
640	0.4889344597
641	0.4889229197
642	0.4889128556
643	0.4888968099
644	0.4888861182
645	0.4888666807
646	0.4888582871
647	0.4888476337
648	0.4888241411
649	0.4888097895
650	0.4888018093
651	0.488783624
652	0.4887734442
653	0.4887644514
654	0.488753653
655	0.4887364848
656	0.4887247929
657	0.4887098726
658	0.4886953534
659	0.4886740652
660	0.4886659603
661	0.4886616185
662	0.4886405615
663	0.4886216154
664	0.4886010922
665	0.4885822926
666	0.4885624624
667	0.4885535842
668	0.4885388543
669	0.4885179834
670	0.4885046514
671	0.4884928547
672	0.4884728415
673	0.4884565974
674	0.4884401614
675	0.4884281653
676	0.488411418
677	0.4883986502
678	0.4883897231
679	0.4883744519
680	0.4883538338
681	0.4883432385
682	0.4883273822
683	0.4883170177
684	0.488309875
685	0.4882988562
686	0.4882900316
687	0.4882823028
688	0.4882718376
689	0.4882584058
690	0.4882491592
691	0.4882393998
692	0.4882185512
693	0.4882043036
694	0.4881982874
695	0.488187263
696	0.4881698068
697	0.4881606449
698	0.4881535394
699	0.4881397524
700	0.4881259985
701	0.4881155603
702	0.4881084773
703	0.4880932884
704	0.4880782735
705	0.4880686328
706	0.488051294
707	0.4880277639
708	0.488020311
709	0.4880058304
710	0.4879927618
711	0.4879815286
712	0.487965888
713	0.4879541297
714	0.4879327096
715	0.4879183677
716	0.4879029375
717	0.4878818531
718	0.4878674066
719	0.4878603449
720	0.4878504912
721	0.4878349154
722	0.4878221872
723	0.4878136515
724	0.487799003
725	0.4877713408
726	0.487765984
727	0.4877595648
728	0.4877443538
729	0.4877262623
730	0.4877117016
731	0.4876986837
732	0.4876874146
733	0.487672104
734	0.4876582812
735	0.487642467
736	0.4876315176
737	0.4876224882
738	0.4876024315
739	0.4875891102
740	0.4875850794
741	0.4875699038
742	0.4875579541
743	0.4875369279
744	0.4875255494
745	0.4875149925
746	0.4874929281
747	0.487483392
748	0.4874782207
749	0.4874677284
750	0.4874542297
751	0.4874433262
752	0.4874288491
753	0.4874159712
754	0.4874041537
755	0.4873901362
756	0.4873648374
757	0.4873583393
758	0.4873468182
759	0.4873365487
760	0.4873237466
761	0.4873127626
762	0.4872991437
763	0.4872867339
764	0.4872792866
765	0.4872678127
766	0.4872521406
767	0.4872307976
768	0.4872134874
769	0.4872006989
770	0.4871874272
771	0.4871727245
772	0.4871641147
773	0.4871460443
774	0.4871355824
775	0.4871192891
776	0.4871083533
777	0.4870837612
778	0.4870720281
779	0.4870637066
780	0.4870493916
781	0.4870364607
782	0.4870248806
783	0.4870099501
784	0.4870022666
785	0.4869899108
786	0.4869758824
787	0.4869592773
788	0.4869431792
789	0.4869266193
790	0.4869121155
791	0.4868988231
792	0.486880505
793	0.4868718969
794	0.4868501001
795	0.4868412084
796	0.4868320806
797	0.4868163279
798	0.4867997744
799	0.486790247
800	0.4867739925
801	0.4867632213
802	0.4867516713
803	0.4867333835
804	0.4867216052
805	0.4867114736
806	0.4866930764
807	0.4866731904
808	0.4866573776
809	0.4866449002
810	0.4866330436
811	0.4866182482
812	0.4866088303
813	0.4865943887
814	0.4865815114
815	0.4865688689
816	0.4865496349
817	0.4865305507
818	0.4865236681
819	0.486517517
820	0.4865018721
821	0.4864846596
822	0.4864696796
823	0.4864606986
824	0.4864399089
825	0.486432435
826	0.4864228178
827	0.4864139569
828	0.4864023246
829	0.4863893517
830	0.4863726522
831	0.4863556125
832	0.486336951
833	0.4863215766
834	0.4863154646
835	0.4863100484
836	0.4862975302
837	0.4862763033
838	0.4862581401
839	0.4862445259
840	0.4862364875
841	0.486227671
842	0.4862224107
843	0.4862130366
844	0.4862085757
845	0.4862001373
846	0.4861915937
847	0.48617546
848	0.4861627312
849	0.4861443863
850	0.48613412
851	0.4861208504
852	0.4861090465
853	0.486098518
854	0.4860741944
855	0.4860620342
856	0.4860481879
857	0.4860375979
858	0.4860308567
859	0.4860177472
860	0.4860046776
861	0.4859848849
862	0.4859665118
863	0.4859548008
864	0.4859463102
865	0.4859406796
866	0.4859302024
867	0.4859123615
868	0.4858960607
869	0.4858855911
870	0.4858748571
871	0.4858608774
872	0.4858510253
873	0.4858396969
874	0.4858176117
875	0.4858036039
876	0.4857950982
877	0.4857854367
878	0.485768835
879	0.4857555948
880	0.485744653
881	0.4857372193
882	0.4857235644
883	0.4857137846
884	0.4857033967
885	0.4856988847
886	0.4856870659
887	0.485668601
888	0.4856605998
889	0.485647998
890	0.4856361285
891	0.4856251853
892	0.4856155852
893	0.4856012189
894	0.4855901648
895	0.4855833637
896	0.4855742508
897	0.4855641562
898	0.4855555402
899	0.4855440915
900	0.485534955
901	0.4855225758
902	0.4855079565
903	0.4854974409
904	0.4854916606
905	0.4854828523
906	0.4854692246
907	0.4854589917
908	0.485449662
909	0.4854400289
910	0.4854295537
911	0.4854068816
912	0.4854007824
913	0.4853905894
914	0.4853772828
915	0.4853535156
916	0.4853376817
917	0.4853308284
918	0.4853224267
919	0.4853104612
920	0.4852990285
921	0.4852809399
922	0.4852723682
923	0.4852599359
924	0.4852418944
925	0.4852322927
926	0.4852254762
927	0.4852030351
928	0.4851935273
929	0.485181846
930	0.485168255
931	0.485159105
932	0.4851474586
933	0.48513227
934	0.4851234536
935	0.4851026813
936	0.4850854399
937	0.485071314
938	0.4850530039
939	0.4850448446
940	0.4850349681
941	0.4850263662
942	0.4850120006
943	0.4849964101
944	0.4849840229
945	0.4849733132
946	0.4849582219
947	0.4849479807
948	0.4849342075
949	0.4849136189
950	0.4849024984
951	0.4848899242
952	0.4848709867
953	0.4848641418
954	0.4848507559
955	0.4848316804
956	0.4848223807
957	0.4848103015
958	0.4847967857
959	0.4847907693
960	0.4847793256
961	0.4847687414
962	0.4847575088
963	0.4847455942
964	0.4847329428
965	0.4847211116
966	0.4847072414
967	0.4846986399
968	0.4846851679
969	0.4846716218
970	0.4846633746
971	0.4846525727
972	0.4846337618
973	0.4846239881
974	0.4846145929
975	0.4845995295
976	0.4845878513
977	0.484575414
978	0.4845658858
979	0.4845475966
980	0.4845375857
981	0.4845198748
982	0.4845083981
983	0.484494128
984	0.4844873262
985	0.4844714109
986	0.4844618161
987	0.4844507181
988	0.4844338581
989	0.4844187684
990	0.4844072942
991	0.4844007373
992	0.4843864347
993	0.4843737505
994	0.4843581662
995	0.4843467569
996	0.4843395642
997	0.4843279168
998	0.4843189963
999	0.4843128321
